vehicle_id,vehicle_type,manufacturer,model,prod_year,category,leather interior,fuel_type,engine_volume,mileage,cylinders,gear_box_type,drive_wheels,doors,wheel,color,airbags,levy,price
45803237,auto,HYUNDAI,Sonata,2016,Sedan,1,LPG,2,256768,4,Automatic,Front,4,Left wheel,Silver,4,891,15681
45808906,auto,HONDA,Element,2012,Sedan,0,Petrol,0.1,5000,1,Automatic,Rear,4,Left wheel,Black,0,0,1000
45756915,auto,CHEVROLET,Cruze,2011,Sedan,0,Petrol,1.8,28000,4,Manual,Front,4,Left wheel,Silver,12,645,9408
45762601,auto,HYUNDAI,Sonata,2011,Sedan,1,Hybrid,2.4,0,4,Automatic,Front,4,Left wheel,Silver,0,831,157
45815405,auto,TOYOTA,Camry,2012,Sedan,1,Hybrid,2.5,268683,4,Automatic,Front,4,Left wheel,Blue,12,781,3136
45730395,auto,SSANGYONG,REXTON,2013,Jeep,1,Diesel,2,153641,4,Automatic,Front,4,Left wheel,Silver,4,640,32311
45784359,auto,TOYOTA,Mark X,2006,Sedan,0,Petrol,2.5,106000,6,Tiptronic,Rear,4,Right-hand drive,White,6,0,10663
45799988,auto,SUZUKI,Vitara GL+,2019,Jeep,0,Petrol,1.0 Turbo,4800,3,Tiptronic,Front,4,Left wheel,Golden,10,0,46414
45764685,auto,LEXUS,CT 200h,2014,Hatchback,1,Hybrid,1.8,132563,4,Automatic,Front,4,Left wheel,Red,0,308,11447
45802123,auto,HYUNDAI,H1,2018,Universal,1,Diesel,2.5,26501,4,Automatic,Front,4,Left wheel,Yellow,4,1327,65040
45621758,auto,BMW,X5,2011,Sedan,1,Petrol,4.4,139363,8,Automatic,4x4,4,Left wheel,Black,0,1451,157
45816552,auto,HYUNDAI,Santa FE,2013,Jeep,1,Petrol,2,219070,4,Automatic,4x4,4,Left wheel,Grey,12,640,627
45763999,auto,BMW,X6,2009,Jeep,1,Petrol,4.4 Turbo,158000,8,Tiptronic,4x4,4,Left wheel,Beige,12,0,40000
45797945,auto,HYUNDAI,Elantra,2013,Sedan,1,Petrol,1.6,117500,4,Automatic,Front,4,Left wheel,Grey,4,530,17158
45730245,auto,SSANGYONG,Actyon,2017,Jeep,1,Petrol,1.6,31139,4,Automatic,Front,4,Left wheel,White,4,831,38311
45760668,auto,SUBARU,Forester,2015,Jeep,1,Petrol,2.5,90392,4,Automatic,4x4,4,Left wheel,White,0,934,6899
45727061,auto,SSANGYONG,Korando,2014,Jeep,1,Diesel,2,134368,4,Automatic,Front,4,Left wheel,Black,4,639,25512
45788998,auto,KIA,Picanto,2017,Sedan,0,Petrol,1.2,94000,4,Manual,Front,4,Left wheel,Silver,1,0,15524
45771251,auto,GMC,TERRAIN,2019,Sedan,1,Petrol,2,35898,4,Automatic,Front,4,Left wheel,Black,12,1077,14269
45801644,auto,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,133783,4,Automatic,Front,4,Left wheel,Grey,4,583,19679
45765154,auto,FIAT,500,2012,Sedan,1,Petrol,1.4,157317,4,Automatic,Front,4,Left wheel,Red,12,475,3293
45772010,auto,MERCEDES-BENZ,E 350,2014,Sedan,1,Petrol,5.5,101424,8,Automatic,4x4,4,Left wheel,Grey,12,1604,32302
45808598,auto,NISSAN,Versa,2017,Jeep,1,Petrol,1.6,59974,4,Automatic,Front,4,Left wheel,Red,12,831,3136
45642326,auto,TOYOTA,Camry,2013,Sedan,1,Hybrid,2.5,232032,4,Automatic,Front,4,Left wheel,Silver,12,779,392
45732645,auto,HYUNDAI,Sonata,2016,Sedan,1,LPG,2,516176,4,Automatic,Front,4,Left wheel,Orange,4,891,13172
45668580,auto,TOYOTA,RAV 4,2018,Jeep,0,Petrol,2.5,40000,4,Tiptronic,4x4,4,Left wheel,White,12,1327,48610
45803871,auto,HYUNDAI,Tucson,2014,Jeep,1,Diesel,2,120272,4,Automatic,Front,4,Left wheel,White,4,639,28617
45769285,auto,MERCEDES-BENZ,E 350,2008,Sedan,1,Diesel,3,175614,6,Automatic,Rear,4,Left wheel,Black,12,1598,2430
45624220,auto,JEEP,Liberty,2004,Jeep,0,CNG,3.7,200000,6,Automatic,4x4,4,Left wheel,Blue,4,0,9722
45815230,auto,TOYOTA,4Runner,2018,Jeep,1,Petrol,4,58971,6,Automatic,4x4,4,Left wheel,Silver,12,2070,470
45797314,auto,HYUNDAI,H1,2014,Minivan,1,Diesel,2.5,120804,4,Automatic,Front,4,Left wheel,Silver,4,777,37000
45771963,auto,TOYOTA,Prius,2010,Jeep,1,Hybrid,1.8,221760,4,Automatic,Front,4,Left wheel,Blue,12,761,706
45730283,auto,SSANGYONG,Actyon,2017,Jeep,1,Petrol,1.6,81348,4,Automatic,Front,4,Left wheel,Silver,4,831,35610
45796642,auto,HONDA,FIT,2005,Hatchback,0,Petrol,1.3,121757,4,Variator,Front,4,Right-hand drive,Sky blue,2,0,7213
45814071,auto,VOLKSWAGEN,CC R line,2012,Sedan,1,Petrol,2.0 Turbo,1111,4,Tiptronic,Front,4,Left wheel,Blue,10,0,16308
45731537,auto,HYUNDAI,H1,2016,Universal,1,Diesel,2.5,51831,4,Automatic,Front,4,Left wheel,Grey,4,1091,44247
45757658,auto,FORD,Expedition,2017,Jeep,1,Petrol,3.5,130499,6,Automatic,Rear,4,Left wheel,Black,12,1714,11917
45792346,auto,HONDA,FIT,2011,Sedan,0,Petrol,1.3,185000,4,Automatic,Front,4,Right-hand drive,Black,2,1236,8154
45769953,auto,MERCEDES-BENZ,E 350,2010,Sedan,1,Petrol,3.5,229904,6,Automatic,4x4,4,Left wheel,Black,12,1399,470
45767627,auto,KIA,Optima,2012,Sedan,0,Petrol,2.4,121000,4,Tiptronic,Front,4,Left wheel,Carnelian red,12,753,15681
45812970,auto,HYUNDAI,Genesis,2010,Coupe,1,Petrol,3.8,189194,6,Automatic,Rear,2,Left wheel,White,12,1511,784
45618012,auto,MERCEDES-BENZ,GLA 250,2015,Jeep,1,Petrol,2,99542,4,Automatic,4x4,4,Left wheel,White,0,765,11133
45793128,auto,BMW,528,1992,Sedan,1,Petrol,2.8,1000,6,Manual,Rear,4,Left wheel,Black,2,0,17249
45793032,auto,MERCEDES-BENZ,Vito,1997,Microbus,0,LPG,2,170000,6,Manual,Front,2,Left wheel,Red,2,0,13000
45802206,auto,HYUNDAI,H1,2016,Minivan,1,Diesel,2.5,135884,4,Automatic,Front,4,Left wheel,Silver,4,1091,36834
45768807,auto,AUDI,A6,1995,Sedan,1,CNG,2.8,0,6,Automatic,Front,4,Left wheel,Grey,4,0,2500
42793108,auto,HONDA,FIT,2005,Hatchback,0,Petrol,1.3,172000,4,Automatic,Front,4,Right-hand drive,Black,4,0,7997
45781326,auto,MERCEDES-BENZ,C 250,2014,Sedan,1,Petrol,1.8 Turbo,81600,4,Tiptronic,Rear,4,Left wheel,Blue,12,584,14113
45769876,auto,NISSAN,Tiida,2006,Hatchback,1,Petrol,1.5,180000,4,Variator,Front,4,Right-hand drive,Silver,2,0,9095
45733722,auto,HYUNDAI,Sonata,2016,Sedan,1,Petrol,2,36215,4,Automatic,Front,4,Left wheel,Blue,4,891,50341
45792354,auto,BMW,X1 X-Drive,2011,Jeep,0,Diesel,1.8 Turbo,70000,4,Tiptronic,4x4,4,Left wheel,White,6,0,26657
45770022,auto,MERCEDES-BENZ,GLE 350,2016,Jeep,1,Petrol,3.5,117368,6,Automatic,4x4,4,Left wheel,Black,0,1493,68681
45788522,auto,VOLKSWAGEN,Tiguan,2012,Jeep,1,Petrol,2.0 Turbo,48379,4,Tiptronic,4x4,4,Left wheel,Purple,14,642,21326
45792748,auto,CHEVROLET,Aveo,2012,Sedan,1,Petrol,1.6,30089,4,Automatic,Front,4,Left wheel,Black,4,530,9092
45742237,auto,HONDA,FIT,2010,Hatchback,0,Petrol,1.3,139000,4,Automatic,Front,4,Right-hand drive,Black,6,0,30
45715397,auto,MERCEDES-BENZ,Sprinter,2004,Microbus,0,Diesel,2.2 Turbo,371500,4,Manual,4x4,4,Left wheel,White,2,0,29793
45770033,auto,TOYOTA,Highlander,2009,Sedan,1,Hybrid,3.3,318358,6,Automatic,4x4,4,Left wheel,Black,12,1537,1019
45802007,auto,HYUNDAI,Genesis,2011,Coupe,1,Petrol,3.8,135746,4,Automatic,Front,4,Left wheel,Grey,4,1266,21395
45770565,auto,HYUNDAI,Tucson,2011,Jeep,1,Petrol,2,104000,4,Automatic,4x4,4,Left wheel,Brown,2,0,26030
45804794,auto,HYUNDAI,Tucson,2015,Jeep,1,Diesel,2,80687,4,Automatic,Front,4,Left wheel,White,4,765,39891
45768887,auto,BMW,335,2010,Sedan,1,Diesel,3.0 Turbo,197000,6,Tiptronic,Rear,4,Left wheel,Black,8,0,25089
45761434,auto,FORD,C-MAX,2012,Hatchback,1,Hybrid,2,203770,4,Automatic,Front,4,Left wheel,Red,10,642,14113
45793145,auto,CHEVROLET,Cruze,2009,Sedan,1,Diesel,2,66630,4,Automatic,Front,4,Left wheel,Black,4,961,7370
45803305,auto,HYUNDAI,Sonata,2015,Sedan,1,LPG,2,380070,4,Automatic,Front,4,Left wheel,Orange,4,765,7056
45771390,auto,TOYOTA,Prius C,2013,Hatchback,0,Hybrid,1.5,51200,4,Automatic,Front,4,Left wheel,Silver,16,0,21012
45787452,auto,FORD,Escape,2007,Jeep,0,Hybrid,2.3,251200,4,Automatic,4x4,4,Left wheel,Beige,6,1468,11917
45801612,auto,HYUNDAI,Elantra,2012,Sedan,1,Petrol,1.6,147718,4,Automatic,Front,4,Left wheel,Silver,4,531,20005
45733398,auto,HYUNDAI,Sonata,2017,Sedan,1,Petrol,2,34900,4,Automatic,Front,4,Left wheel,Black,4,1017,54167
45767770,auto,FORD,Escape,2008,Jeep,1,Hybrid,2.3,161000,4,Automatic,Front,4,Left wheel,White,4,1246,10663
45804051,auto,HYUNDAI,Tucson,2018,Jeep,1,Diesel,1.7,46764,4,Automatic,Front,4,Left wheel,Blue,4,930,47205
45771444,auto,MERCEDES-BENZ,E 300,2017,Sedan,1,Petrol,2,35874,4,Automatic,4x4,4,Left wheel,Black,12,1017,470
45776052,auto,OPEL,Vectra,2000,Sedan,0,Petrol,1.8,245000,4,Manual,Front,4,Left wheel,Green,4,0,8467
45793696,auto,MERCEDES-BENZ,E 350,2006,Sedan,1,Petrol,3.5,177000,6,Tiptronic,Rear,4,Left wheel,Silver,12,0,17876
45804427,auto,LEXUS,LS 460,2010,Sedan,1,Petrol,4.6,108171,4,Automatic,Front,4,Left wheel,Silver,4,1811,38060
45809266,auto,CHEVROLET,Captiva,2013,Jeep,1,Diesel,2.2,86359,4,Automatic,Front,4,Left wheel,Grey,4,696,32104
45775385,auto,BMW,X5,2004,Jeep,1,Diesel,3,248000,6,Tiptronic,4x4,4,Left wheel,White,0,2469,25089
45648656,auto,MERCEDES-BENZ,ML 350,2011,Jeep,1,Diesel,3.5,186542,6,Automatic,4x4,4,Left wheel,White,12,1172,2038
45771901,auto,TOYOTA,Corolla,2014,Sedan,1,Petrol,1.8,169141,4,Automatic,Front,4,Left wheel,Silver,12,584,4391
45664654,auto,HYUNDAI,Sonata,2012,Sedan,1,Hybrid,2.4,202864,4,Automatic,Front,4,Left wheel,Blue,0,753,470
45803013,auto,HYUNDAI,Santa FE,2010,Jeep,1,Diesel,2.2,185987,4,Automatic,Front,4,Left wheel,White,4,911,19309
45801109,auto,VAZ,2106,1974,Sedan,0,Petrol,0.6,5200,1,Manual,Rear,2,Left wheel,White,10,0,2437
45749568,auto,HONDA,FIT,2005,Hatchback,0,Petrol,1.3,0,4,Automatic,Front,4,Right-hand drive,Silver,4,0,30
45763150,auto,HONDA,Insight,2012,Hatchback,1,Hybrid,1.3,0,4,Automatic,Front,4,Left wheel,Silver,0,448,94
44061557,auto,HONDA,Shuttle,2015,Hatchback,0,Hybrid,1.5,42000,4,Automatic,Front,4,Right-hand drive,White,6,1552,15000
45809211,auto,FORD,Taurus,2015,Sedan,1,Petrol,2,87704,4,Automatic,Front,4,Left wheel,Black,4,765,40092
45768354,auto,TOYOTA,Prius,2010,Jeep,1,Hybrid,1.8,221760,4,Automatic,Front,4,Left wheel,Blue,12,761,706
45768552,auto,LEXUS,GX 460,2010,Jeep,1,Petrol,4.6,275240,8,Automatic,4x4,4,Left wheel,Silver,0,1811,15681
45779762,auto,CHEVROLET,Cruze,2018,Sedan,0,Petrol,1.4,0,4,Automatic,Front,4,Left wheel,Silver,0,781,14740
45792647,auto,HYUNDAI,Sonata,2011,Sedan,1,Hybrid,2.4,51600,4,Tiptronic,Front,4,Left wheel,Red,8,0,17249
45797136,auto,HYUNDAI,Genesis,2009,Coupe,1,Petrol,2,125350,4,Automatic,Front,4,Left wheel,Grey,4,966,16358
45730857,auto,SSANGYONG,Actyon,2017,Jeep,1,Diesel,1.6,81665,4,Automatic,Front,4,Left wheel,Black,4,831,43868
45744610,auto,CHEVROLET,Captiva,2007,Jeep,0,Diesel,2.0 Turbo,230000,4,Manual,4x4,4,Left wheel,Grey,6,0,19444
45636893,auto,TOYOTA,Yaris iA,2015,Sedan,0,Petrol,1.5,78400,4,Tiptronic,Front,4,Left wheel,Black,12,595,17249
45722256,auto,BMW,X5,2014,Jeep,1,Diesel,3.0 Turbo,93000,6,Tiptronic,4x4,4,Left wheel,White,0,915,95651
45788474,auto,TOYOTA,Prius C,2015,Hatchback,0,Hybrid,1.5,144000,4,Automatic,Front,4,Left wheel,Black,10,0,20385
45760785,auto,AUDI,Q5,2011,Jeep,0,Petrol,3.2,174000,6,Tiptronic,4x4,4,Left wheel,Black,0,0,14740
45776644,auto,FORD,Focus Flexfuel,2015,Sedan,0,Petrol,2,165616,4,Automatic,Front,4,Left wheel,Black,6,0,16308
45763345,auto,HYUNDAI,Tucson,2015,Jeep,1,Petrol,2,106442,4,Automatic,Front,4,Left wheel,White,0,765,470
45769630,auto,HONDA,FIT,2011,Hatchback,0,Petrol,1.3,115000,4,Automatic,Front,4,Right-hand drive,Silver,4,0,11917
45487601,auto,TOYOTA,Prius,2013,Sedan,0,Hybrid,1.8,115000,4,Variator,Front,4,Left wheel,Sky blue,12,0,23521
45815390,auto,LEXUS,ES 350,2016,Sedan,1,Hybrid,2.5,129989,4,Automatic,Front,4,Left wheel,Grey,12,518,784
45787874,auto,HYUNDAI,Sonata,2012,Sedan,0,Hybrid,2.4,67000,4,Tiptronic,Front,4,Left wheel,White,12,0,80
45798367,auto,MERCEDES-BENZ,GL 550,2013,Jeep,1,Petrol,4.7 Turbo,130000,8,Tiptronic,4x4,4,Left wheel,Black,12,0,81539
45649897,auto,MERCEDES-BENZ,GLE 350,2016,Jeep,1,Petrol,3,62938,6,Automatic,4x4,4,Left wheel,Black,12,1292,20071
45802944,auto,HYUNDAI,Santa FE,2010,Jeep,1,Diesel,2.2,68558,4,Automatic,Front,4,Left wheel,Black,4,911,12083
45809953,auto,NISSAN,March,2013,Hatchback,1,Petrol,1.2,107135,4,Automatic,Front,4,Left wheel,Black,4,419,4980
45730623,auto,SSANGYONG,REXTON,2011,Jeep,1,Diesel,2.7,260000,4,Automatic,Front,4,Left wheel,White,4,924,18240
45793671,auto,CHEVROLET,Captiva,2007,Jeep,1,Diesel,2,62336,4,Automatic,Front,4,Left wheel,White,4,1282,7683
45765802,auto,MAZDA,CX-9,2011,Sedan,1,Petrol,3.7,134157,6,Automatic,4x4,4,Left wheel,Black,12,1234,549
45032607,auto,KIA,RIO,2016,Sedan,0,Petrol,1.2,91000,4,Manual,Front,4,Left wheel,Silver,2,0,16308
45762075,auto,HONDA,FIT,2006,Hatchback,0,Petrol,1.3,111111,4,Variator,4x4,4,Right-hand drive,Black,0,0,8624
45809638,auto,CHEVROLET,Cruze,2014,Sedan,1,Petrol,1.4,127024,4,Automatic,Front,4,Left wheel,Black,4,473,16766
45768416,auto,LEXUS,GX 460,2015,Jeep,1,Petrol,4.6,102907,8,Automatic,4x4,4,Left wheel,Black,0,1646,706
45770711,auto,BMW,320 I,1995,Sedan,0,Petrol,2,354000,6,Manual,Rear,4,Left wheel,Blue,2,0,6272
45811267,auto,TOYOTA,RAV 4,2016,Jeep,1,Petrol,2.5,95762,4,Automatic,4x4,4,Left wheel,Black,12,1091,7997
45769241,auto,LEXUS,GX 470,2013,Jeep,1,Petrol,4.6,202651,8,Automatic,4x4,4,Left wheel,Black,0,1360,54568
44650379,auto,MERCEDES-BENZ,CLS 350,2007,Sedan,1,Petrol,3.5,127000,8,Tiptronic,Rear,4,Left wheel,Silver,8,0,23521
45324361,auto,TOYOTA,Prius,2015,Hatchback,1,Hybrid,1.8,1000,4,Automatic,Front,4,Left wheel,White,12,0,30
45715379,auto,HYUNDAI,Sonata,2015,Sedan,1,Petrol,2.4,170000,4,Tiptronic,Front,4,Left wheel,Brown,10,900,15367
45768361,auto,HYUNDAI,Elantra,2020,Sedan,1,Petrol,2,25038,4,Automatic,Front,4,Left wheel,Grey,12,1076,15210
45792313,auto,HONDA,FIT,2004,Hatchback,0,LPG,1.3,245000,4,Variator,Front,4,Right-hand drive,Silver,2,0,6586
45696053,auto,BMW,X6,2010,Jeep,1,Petrol,3.5 Turbo,165000,6,Tiptronic,4x4,4,Left wheel,Black,8,0,50178
45762471,auto,FORD,Fusion,2010,Sedan,1,Petrol,2.5,147790,4,Automatic,Front,4,Left wheel,Blue,12,1024,220
45691887,auto,TOYOTA,Prius,2007,Hatchback,0,Hybrid,1.5,212000,4,Variator,Front,4,Left wheel,Red,8,988,11290
45770745,auto,SUBARU,Forester,2003,Jeep,1,Petrol,2,155000,4,Automatic,4x4,4,Right-hand drive,Green,2,0,12000
45797424,auto,HYUNDAI,Elantra,2007,Sedan,1,Diesel,1.6,120455,4,Automatic,Front,4,Left wheel,Silver,4,1047,8643
45666999,auto,TOYOTA,Aqua G,2014,Hatchback,0,Hybrid,1.5,104200,4,Tiptronic,Front,4,Right-hand drive,Purple,4,1266,11133
45815276,auto,MERCEDES-BENZ,ML 350,2013,Jeep,1,Petrol,3.5,127416,6,Automatic,4x4,4,Left wheel,White,12,1055,706
45661085,auto,MERCEDES-BENZ,ML 350,2012,Jeep,1,Diesel,3,145227,6,Automatic,4x4,4,Left wheel,Grey,12,919,157
45816584,auto,TOYOTA,Prius,2007,Sedan,0,Hybrid,1.5,230000,8,Automatic,Front,4,Left wheel,White,8,0,10976
45813530,auto,TOYOTA,Prius,2010,Hatchback,1,Hybrid,1.8,238469,4,Automatic,Front,4,Left wheel,Red,0,761,627
45791662,auto,SUZUKI,Swift Sport,2007,Hatchback,0,Petrol,1.6,160000,4,Automatic,Front,4,Right-hand drive,Black,8,0,9722
45641734,auto,TOYOTA,Camry,2018,Sedan,1,Hybrid,2.5,127515,4,Automatic,Front,4,Left wheel,Black,12,609,9722
45789389,auto,MERCEDES-BENZ,ML 350,2013,Jeep,1,Petrol,3.5,85862,6,Tiptronic,4x4,4,Left wheel,Grey,12,1055,47042
45809183,auto,FORD,Taurus,2011,Sedan,1,Petrol,3.5,139934,4,Automatic,Front,4,Left wheel,Silver,4,1172,20469
45809426,auto,CHEVROLET,Captiva,2011,Jeep,1,Diesel,2.2,189000,4,Automatic,Front,4,Left wheel,Black,4,769,18616
45757562,auto,TOYOTA,RAV 4,2016,Jeep,1,Petrol,2.5,0,4,Automatic,4x4,4,Left wheel,Red,12,1091,2038
45577910,auto,FORD,Fusion,2014,Sedan,1,Petrol,2.0 Turbo,27579,4,Tiptronic,Front,4,Left wheel,Carnelian red,12,639,21326
35464629,auto,HONDA,FIT,2012,Hatchback,0,Petrol,1.3,108000,4,Automatic,Front,4,Right-hand drive,Blue,6,1111,7840
45774296,auto,NISSAN,Note,2012,Hatchback,0,Petrol,1.2,29000,3,Variator,Front,4,Left wheel,White,2,420,10000
45804781,auto,HYUNDAI,Tucson,2014,Jeep,1,Diesel,2,75584,4,Automatic,Front,4,Left wheel,Grey,4,639,40556
45768179,auto,LEXUS,CT 200h,2014,Hatchback,1,Hybrid,1.8,132563,4,Automatic,Front,4,Left wheel,Red,0,308,11447
45780172,auto,MITSUBISHI,Outlander,2010,Jeep,0,Petrol,2.4,130000,4,Automatic,4x4,4,Left wheel,Silver,6,0,17562
45809568,auto,HONDA,FIT,2017,Hatchback,1,Petrol,1.3,85000,4,Automatic,Front,4,Left wheel,Black,4,691,28015
45162636,auto,HYUNDAI,Sonata,2012,Sedan,0,Hybrid,2.4,69805,4,Tiptronic,Front,4,Left wheel,Black,12,753,17249
45796771,auto,HYUNDAI,H1,2012,Universal,1,Diesel,2.5,205425,4,Automatic,Front,4,Left wheel,Yellow,4,781,19369
45720490,auto,BMW,320,1998,Universal,1,LPG,2,0,6,Automatic,Rear,4,Left wheel,Silver,4,1685,7840
45796175,auto,FORD,Fusion,2015,Sedan,0,Petrol,2,128000,4,Tiptronic,Front,4,Left wheel,White,10,765,20385
45808302,auto,JEEP,Patriot,2015,Jeep,1,Petrol,2.4,113821,4,Automatic,Front,4,Left wheel,White,12,900,2195
45803254,auto,HYUNDAI,Sonata,2014,Sedan,1,LPG,2,571919,4,Automatic,Front,4,Left wheel,White,4,639,10349
45805526,auto,HYUNDAI,Elantra,2013,Hatchback,1,Petrol,1.8,96500,4,Tiptronic,Front,4,Left wheel,Grey,6,0,19000
45370228,auto,SEAT,Leon,2002,Hatchback,0,Diesel,1.9,111111,4,Manual,Front,4,Left wheel,Black,4,0,5959
45815397,auto,TOYOTA,Prius,2011,Hatchback,1,Hybrid,1.8,230939,4,Automatic,Front,4,Left wheel,Blue,12,645,282
42962815,auto,MERCEDES-BENZ,GLE 350,2016,Jeep,1,Petrol,2.0 Turbo,29500,4,Tiptronic,4x4,4,Left wheel,Grey,12,0,79971
45797035,auto,HYUNDAI,Genesis,2010,Sedan,1,LPG,2,133225,4,Automatic,Front,4,Left wheel,Black,4,836,9408
45551019,auto,MERCEDES-BENZ,300,2010,Sedan,1,Petrol,3,166400,6,Automatic,Rear,4,Left wheel,Black,8,1211,15681
45766780,auto,RENAULT,Duster,2014,Jeep,0,Diesel,1.5 Turbo,92200,4,Manual,4x4,4,Left wheel,White,4,0,21953
45809099,auto,TOYOTA,Yaris,2007,Hatchback,0,Petrol,1.5,230400,4,Automatic,Front,2,Left wheel,Grey,4,0,10976
45802189,auto,HYUNDAI,H1,2014,Minivan,1,Diesel,2.5,117466,4,Automatic,Front,4,Left wheel,Grey,4,777,34673
45765860,auto,MAZDA,CX-7,2011,Sedan,1,Petrol,2.5,216550,4,Automatic,Front,4,Left wheel,Black,12,862,549
45442441,auto,HYUNDAI,Sonata,2014,Sedan,1,Hybrid,2.4,95296,6,Tiptronic,Rear,4,Left wheel,White,10,0,22580
45650365,auto,TOYOTA,Highlander,2008,Jeep,1,Hybrid,3.3,0,6,Automatic,4x4,4,Left wheel,Silver,12,1750,314
45803254,auto,HYUNDAI,Sonata,2014,Sedan,1,LPG,2,571919,4,Automatic,Front,4,Left wheel,White,4,639,10349
45642538,auto,KIA,Optima,2013,Sedan,1,Hybrid,2.4,0,4,Automatic,Front,4,Left wheel,Black,12,751,784
45799553,auto,HONDA,FIT,2003,Hatchback,0,Petrol,1.5,209000,4,Tiptronic,4x4,4,Right-hand drive,White,0,0,40
45809223,auto,CHEVROLET,Captiva,2015,Jeep,1,Diesel,2,88392,4,Automatic,Front,4,Left wheel,White,4,765,37062
45782087,auto,BMW,545,2003,Sedan,1,LPG,4.4,250000,8,Tiptronic,Rear,4,Left wheel,Black,12,0,15681
45573325,auto,TOYOTA,Prius,2007,Hatchback,0,Hybrid,1.5,77777,4,Automatic,Front,4,Left wheel,Red,6,0,10036
45061254,auto,CHEVROLET,Volt,2013,Hatchback,0,Plug-in Hybrid,1.8,201193,4,Automatic,Front,4,Left wheel,Red,4,0,18189
45798733,auto,BMW,X5,2009,Jeep,1,Petrol,3.5,1000,6,Tiptronic,4x4,4,Left wheel,Silver,10,0,23834
45510457,auto,HYUNDAI,Sonata,2012,Sedan,1,Hybrid,2.4,88300,6,Automatic,Front,4,Left wheel,Grey,6,0,22894
45792996,auto,VOLKSWAGEN,Jetta,1999,Sedan,1,Petrol,2,185000,4,Manual,Front,4,Left wheel,Silver,0,0,4704
45794246,auto,MERCEDES-BENZ,E 200,1996,Sedan,0,CNG,2,777777,4,Manual,Rear,4,Left wheel,Silver,4,0,4704
45757277,auto,LEXUS,GX 470,2015,Jeep,1,Petrol,4.6,106918,8,Automatic,4x4,4,Left wheel,Black,0,1646,47042
45804832,auto,AUDI,Q7 sport,2011,Jeep,1,Diesel,3,65000,6,Tiptronic,4x4,4,Left wheel,White,12,0,37633
45816146,auto,VAZ,2121 (Niva),2014,Jeep,0,Petrol,1.7,35000,4,Manual,4x4,2,Left wheel,Green,2,556,18503
45806004,auto,MERCEDES-BENZ,S 550,2013,Sedan,1,Petrol,4.7 Turbo,106000,8,Automatic,4x4,4,Left wheel,Black,12,0,34500
45792067,auto,HYUNDAI,Tucson,2019,Sedan,1,Petrol,2,31200,4,Automatic,4x4,4,Left wheel,Blue,12,1077,17876
45774862,auto,MERCEDES-BENZ,ML 350,2003,Jeep,1,Petrol,3.5,273363,6,Tiptronic,4x4,4,Left wheel,Grey,9,0,12858
45797342,auto,HYUNDAI,Genesis,2010,Coupe,1,Petrol,2,108981,4,Automatic,Front,4,Left wheel,Yellow,4,836,27755
45642788,auto,TOYOTA,Camry,2014,Sedan,1,Hybrid,2.5,109798,4,Automatic,Front,4,Left wheel,White,12,394,5488
45561855,auto,TOYOTA,Aqua,2012,Hatchback,0,Hybrid,1.5,141000,4,Automatic,Front,4,Right-hand drive,Silver,4,0,10036
44930827,auto,OPEL,Combo,2007,Goods wagon,0,Petrol,1.4,260000,4,Manual,Front,2,Left wheel,White,1,0,8154
45744738,auto,DAEWOO,Lacetti,2010,Sedan,1,Petrol,1.8,46527,4,Automatic,Front,4,Left wheel,Black,4,761,10192
45806550,auto,OPEL,Vectra C,2003,Sedan,0,Petrol,2.2,180000,4,Tiptronic,Front,4,Left wheel,Blue,12,0,8467
45789899,auto,FORD,Tourneo Connect,2012,Goods wagon,0,Diesel,1.8 Turbo,145000,4,Manual,Front,2,Left wheel,White,2,0,14113
45797168,auto,HYUNDAI,Genesis,2010,Coupe,1,Petrol,2,191263,4,Automatic,Front,4,Left wheel,White,4,836,16756
41883006,auto,FORD,Fusion,2014,Sedan,0,Petrol,2.5,148800,4,Tiptronic,Front,4,Left wheel,Black,6,0,20385
45645685,auto,TOYOTA,Camry,2014,Sedan,1,Hybrid,2.5,115312,4,Automatic,Front,4,Left wheel,Grey,12,394,706
45767018,auto,HONDA,FIT,2013,Hatchback,1,Petrol,1.5,118232,4,Automatic,Front,4,Left wheel,Silver,12,502,1568
45504433,auto,HONDA,Insight,2012,Hatchback,0,Petrol,1.3,172800,4,Variator,Front,4,Left wheel,Black,8,448,16621
45814792,auto,MERCEDES-BENZ,E 350,2014,Sedan,1,Petrol,3.5,149486,6,Automatic,4x4,4,Left wheel,Silver,12,1053,314
45804539,auto,HYUNDAI,Tucson,2010,Jeep,1,Diesel,2,216751,4,Automatic,Front,4,Left wheel,Silver,4,836,22063
45746706,auto,FORD,Transit Connect Prastoi,2005,Goods wagon,0,Diesel,1.8 Turbo,189000,4,Manual,Front,4,Left wheel,Red,4,1515,8938
45760909,auto,INFINITI,FX35,2003,Jeep,1,Petrol,3.5,203000,4,Tiptronic,Rear,4,Left wheel,Golden,6,0,16621
45647144,auto,HONDA,Elysion,2011,Minivan,1,Petrol,2.4,132000,4,Automatic,Front,>5,Right-hand drive,White,2,2209,15053
45798375,auto,MAZDA,Verisa 2007,2007,Hatchback,0,Petrol,1.4,180000,4,Automatic,Front,4,Right-hand drive,White,4,0,7840
